lr-Adam,step,train_loss,epoch,accuracy
,4249,0.037038058042526245,28,
3.0000000000000004e-09,4299,,,
,4299,0.4118453860282898,28,
3.0000000000000004e-09,4349,,,
,4349,0.006159290671348572,28,
,4349,,28,0.5680000185966492
3.0000000000000004e-09,4399,,,
,4399,1.043325662612915,29,
3.0000000000000004e-09,4449,,,
,4449,0.2635517120361328,29,
3.0000000000000004e-09,4499,,,
,4499,0.02190704643726349,29,
,4499,,29,0.5519999861717224
3.0000000000000004e-09,4549,,,
,4549,0.16000699996948242,30,
3.0000000000000004e-09,4599,,,
,4599,0.16729632019996643,30,
3.0000000000000004e-09,4649,,,
,4649,0.31420254707336426,30,
,4649,,30,0.5519999861717224
3.0000000000000004e-09,4699,,,
,4699,0.025320738554000854,31,
3.0000000000000004e-09,4749,,,
,4749,0.32321077585220337,31,
3.0000000000000004e-09,4799,,,
,4799,0.31419968605041504,31,
,4799,,31,0.5680000185966492
3.0000000000000004e-09,4849,,,
,4849,0.5081865191459656,32,
3.0000000000000004e-09,4899,,,
,4899,0.32320940494537354,32,
3.0000000000000004e-09,4949,,,
,4949,0.945224940776825,32,
,4949,,32,0.5519999861717224
3.0000000000000004e-09,4999,,,
,4999,0.3210155963897705,33,
3.0000000000000004e-09,5049,,,
,5049,0.007124155759811401,33,
3.0000000000000004e-09,5099,,,
,5099,0.45606720447540283,33,
,5099,,33,0.5519999861717224
3.0000000000000004e-09,5149,,,
,5149,0.3900626301765442,34,
3.0000000000000004e-09,5199,,,
,5199,0.025893032550811768,34,
3.0000000000000004e-09,5249,,,
,5249,0.04173664748668671,34,
,5249,,34,0.5759999752044678
3.0000000000000004e-09,5299,,,
,5299,0.15205129981040955,35,
3.0000000000000004e-09,5349,,,
,5349,0.47779369354248047,35,
3.0000000000000004e-09,5399,,,
,5399,0.2796725928783417,35,
,5399,,35,0.5360000133514404
3.0000000000000004e-09,5449,,,
,5449,0.01828533597290516,36,
3.0000000000000004e-09,5499,,,
,5499,0.45745646953582764,36,
3.0000000000000004e-09,5549,,,
,5549,0.23344916105270386,36,
,5549,,36,0.5519999861717224
3.0000000000000004e-09,5599,,,
,5599,0.5468977689743042,37,
3.0000000000000004e-09,5649,,,
,5649,0.3014955222606659,37,
3.0000000000000004e-09,5699,,,
,5699,0.3529736399650574,37,
,5699,,37,0.5360000133514404
3.0000000000000004e-09,5749,,,
,5749,0.056159526109695435,38,
3.0000000000000004e-09,5799,,,
,5799,0.9030438661575317,38,
3.0000000000000004e-09,5849,,,
,5849,0.4759550094604492,38,
,5849,,38,0.5360000133514404
3.0000000000000004e-09,5899,,,
,5899,0.03704071044921875,39,
3.0000000000000004e-09,5949,,,
,5949,0.32099413871765137,39,
3.0000000000000004e-09,5999,,,
,5999,0.16467347741127014,39,
,5999,,39,0.5600000023841858
3.0000000000000004e-09,6049,,,
,6049,0.13872912526130676,40,
3.0000000000000004e-09,6099,,,
,6099,0.18904061615467072,40,
3.0000000000000004e-09,6149,,,
,6149,0.47594359517097473,40,
,6149,,40,0.5839999914169312
3.0000000000000004e-09,6199,,,
,6199,0.48953428864479065,41,
3.0000000000000004e-09,6249,,,
,6249,0.3580365777015686,41,
3.0000000000000004e-09,6299,,,
,6299,0.02886900305747986,41,
,6299,,41,0.5519999861717224
3.0000000000000004e-09,6349,,,
,6349,0.1646711826324463,42,
3.0000000000000004e-09,6399,,,
,6399,0.31828752160072327,42,
3.0000000000000004e-09,6449,,,
,6449,0.35296088457107544,42,
,6449,,42,0.5600000023841858
3.0000000000000004e-09,6499,,,
,6499,0.024216845631599426,43,
3.0000000000000004e-09,6549,,,
,6549,0.1988300085067749,43,
3.0000000000000004e-09,6599,,,
,6599,1.0433186292648315,43,
,6599,,43,0.5600000023841858
3.0000000000000004e-09,6649,,,
,6649,0.23255735635757446,44,
3.0000000000000004e-09,6699,,,
,6699,0.3193210959434509,44,
3.0000000000000004e-09,6749,,,
,6749,0.03148016333580017,44,
,6749,,44,0.5680000185966492
3.0000000000000004e-09,6799,,,
,6799,0.028390824794769287,45,
3.0000000000000004e-09,6849,,,
,6849,0.05020105838775635,45,
3.0000000000000004e-09,6899,,,
,6899,0.5987876653671265,45,
,6899,,45,0.5600000023841858
3.0000000000000004e-09,6949,,,
,6949,0.5468804836273193,46,
3.0000000000000004e-09,6999,,,
,6999,0.2634916305541992,46,
3.0000000000000004e-09,7049,,,
,7049,0.33541274070739746,46,
,7049,,46,0.5759999752044678
3.0000000000000004e-09,7099,,,
,7099,0.32137802243232727,47,
3.0000000000000004e-09,7149,,,
,7149,0.1600019335746765,47,
3.0000000000000004e-09,7199,,,
,7199,0.38694143295288086,47,
,7199,,47,0.5519999861717224
3.0000000000000004e-09,7249,,,
,7249,0.03682754933834076,48,
3.0000000000000004e-09,7299,,,
,7299,0.16467659175395966,48,
3.0000000000000004e-09,7349,,,
,7349,0.5987896919250488,48,
,7349,,48,0.5680000185966492
3.0000000000000004e-09,7399,,,
,7399,0.050199300050735474,49,
3.0000000000000004e-09,7449,,,
,7449,0.21414928138256073,49,
3.0000000000000004e-09,7499,,,
,7499,0.26312747597694397,49,
,7499,,49,0.5680000185966492
,7500,,49,0.5680000185966492
