lr-Adam,step,train_loss,epoch,accuracy
,6399,0.0001316070556640625,42,
3.0000000000000004e-09,6449,,,
,6449,0.0007698312401771545,42,
,6449,,42,0.20000000298023224
3.0000000000000004e-09,6499,,,
,6499,0.00049591064453125,43,
3.0000000000000004e-09,6549,,,
,6549,0.003403186798095703,43,
3.0000000000000004e-09,6599,,,
,6599,0.0015034675598144531,43,
,6599,,43,0.20800000429153442
3.0000000000000004e-09,6649,,,
,6649,0.0007460117340087891,44,
3.0000000000000004e-09,6699,,,
,6699,0.0012662410736083984,44,
3.0000000000000004e-09,6749,,,
,6749,0.0014488697052001953,44,
,6749,,44,0.20000000298023224
3.0000000000000004e-09,6799,,,
,6799,0.0025342702865600586,45,
3.0000000000000004e-09,6849,,,
,6849,0.0003314018249511719,45,
3.0000000000000004e-09,6899,,,
,6899,0.00019550323486328125,45,
,6899,,45,0.1679999977350235
3.0000000000000004e-09,6949,,,
,6949,0.0023040771484375,46,
3.0000000000000004e-09,6999,,,
,6999,9.489059448242188e-05,46,
3.0000000000000004e-09,7049,,,
,7049,1.7642974853515625e-05,46,
,7049,,46,0.19200000166893005
3.0000000000000004e-09,7099,,,
,7099,3.8623809814453125e-05,47,
3.0000000000000004e-09,7149,,,
,7149,1.71661376953125e-05,47,
3.0000000000000004e-09,7199,,,
,7199,1.52587890625e-05,47,
,7199,,47,0.1679999977350235
3.0000000000000004e-09,7249,,,
,7249,0.0005536079406738281,48,
3.0000000000000004e-09,7299,,,
,7299,3.218650817871094e-05,48,
3.0000000000000004e-09,7349,,,
,7349,0.00019550323486328125,48,
,7349,,48,0.2160000056028366
3.0000000000000004e-09,7399,,,
,7399,0.0003314018249511719,49,
3.0000000000000004e-09,7449,,,
,7449,0.0003056526184082031,49,
3.0000000000000004e-09,7499,,,
,7499,5.53131103515625e-05,49,
,7499,,49,0.19200000166893005
,7500,,49,0.19200000166893005
